,time_str,latitude,longitude
494,2024-11-08T17:11:00.000-05:00,40.9730909,-73.7242909
495,2024-11-08T17:12:00.000-05:00,40.9654045,-73.7290206
496,2024-11-08T17:13:00.000-05:00,40.9624185,-73.7371245
497,2024-11-08T17:14:00.000-05:00,40.9602413,-73.7367576
498,2024-11-08T17:15:00.000-05:00,40.9610682,-73.7341713
499,2024-11-08T17:23:00.000-05:00,40.9602809,-73.7344814
500,2024-11-08T17:39:00.000-05:00,40.9602747,-73.7344635
514,2024-11-08T19:58:00.000-05:00,40.9602779,-73.7344631
515,2024-11-08T20:17:00.000-05:00,40.960292,-73.7344707
516,2024-11-08T20:29:00.000-05:00,40.9602861,-73.7344839
521,2024-11-08T21:33:00.000-05:00,40.9603004,-73.7343417
531,2024-11-09T00:04:00.000-05:00,40.9602775,-73.7344612
532,2024-11-09T00:06:00.000-05:00,40.9602811,-73.7344615
533,2024-11-09T00:28:00.000-05:00,40.9602684,-73.7344553
